region,city,category,total_deals,average,Date
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Apartment - Residential,49,13860.0,2024-04-01
Eastern Province,Maarij Al Suban,Apartment - Residential,1,12000.0,2024-04-01
Eastern Province,Mulayjah,Apartment - Residential,39,15325.0,2024-04-01
Eastern Province,Yabrin,Apartment - Residential,20,17141.17647,2024-04-01
Eastern Province,Al Ahsa,Villa - Residential,178,24568.70748,2024-04-01
Eastern Province,Al Jubail,Villa - Residential,92,58835.36585,2024-04-01
Eastern Province,Al Khobar,Villa - Residential,1072,88365.02174,2024-04-01
Eastern Province,Al Khafji,Villa - Residential,25,30043.47826,2024-04-01
Eastern Province,Dammam,Villa - Residential,679,57323.71626,2024-04-01
Eastern Province,Al Dhibiyah,Villa - Residential,2,22800.0,2024-04-01
Eastern Province,Al Oyoun,Villa - Residential,3,18000.0,2024-04-01
Eastern Province,Al Qatif,Villa - Residential,31,28217.24138,2024-04-01
Eastern Province,Al Qaisumah,Villa - Residential,4,18800.0,2024-04-01
Eastern Province,Al Nairyah,Villa - Residential,5,28480.0,2024-04-01
Eastern Province,Buqayq,Villa - Residential,4,30000.0,2024-04-01
Eastern Province,Hafar Al Batin,Villa - Residential,47,23411.11111,2024-04-01
Eastern Province,Ras Tanura,Villa - Residential,7,37657.14286,2024-04-01
Eastern Province,Qaryat Al Ulya,Villa - Residential,2,16200.0,2024-04-01
Eastern Province,Al Ahsa,Studio - Residential,1059,10433.96912,2024-07-01
Eastern Province,Al Jubail,Studio - Residential,1063,14378.76374,2024-07-01
Eastern Province,Al Khobar,Studio - Residential,1794,14750.03894,2024-07-01
Eastern Province,Al Khafji,Studio - Residential,143,13230.28099,2024-07-01
Eastern Province,Dammam,Studio - Residential,3928,12326.28634,2024-07-01
Eastern Province,Al Dhibiyah,Studio - Residential,1,7200.0,2024-07-01
Eastern Province,Al Oyoun,Studio - Residential,22,12018.18182,2024-07-01
Eastern Province,Al Qatif,Studio - Residential,173,12796.28472,2024-07-01
Eastern Province,Al Qaisumah,Studio - Residential,7,14450.0,2024-07-01
Eastern Province,Al Nairyah,Studio - Residential,77,14301.06383,2024-07-01
Eastern Province,Buqayq,Studio - Residential,24,12255.55556,2024-07-01
Eastern Province,Hafar Al Batin,Studio - Residential,462,12023.82671,2024-07-01
Eastern Province,Ras Tanura,Studio - Residential,88,11770.17241,2024-07-01
Eastern Province,Qaryat Al Ulya,Studio - Residential,1,12000.0,2024-07-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Studio - Residential,1,6000.0,2024-07-01
Eastern Province,Al Ahsa,Duplex - Residential,31,21737.93103,2024-07-01
Eastern Province,Al Jubail,Duplex - Residential,19,33000.0,2024-07-01
Eastern Province,Al Khobar,Duplex - Residential,149,45326.98529,2024-07-01
Eastern Province,Al Khafji,Duplex - Residential,3,20400.0,2024-07-01
Eastern Province,Dammam,Duplex - Residential,317,38182.20495,2024-07-01
Eastern Province,Al Oyoun,Duplex - Residential,2,17000.0,2024-07-01
Eastern Province,Al Qatif,Duplex - Residential,30,24046.42857,2024-07-01
Eastern Province,Al Nairyah,Duplex - Residential,1,18000.0,2024-07-01
Eastern Province,Hafar Al Batin,Duplex - Residential,11,18509.09091,2024-07-01
Eastern Province,Ras Tanura,Duplex - Residential,2,20500.0,2024-07-01
Eastern Province,Al Ahsa,Floor - Residential,354,16552.34007,2024-07-01
Eastern Province,Al Jubail,Floor - Residential,30,30879.69565,2024-07-01
Eastern Province,Al Khobar,Floor - Residential,279,28912.33333,2024-07-01
Eastern Province,Al Khafji,Floor - Residential,96,21502.5,2024-07-01
Eastern Province,Dammam,Floor - Residential,567,27334.47722,2024-07-01
Eastern Province,Al Dhibiyah,Floor - Residential,8,13200.0,2024-07-01
Eastern Province,Al Sadowi,Floor - Residential,1,12000.0,2024-07-01
Eastern Province,Al Oyoun,Floor - Residential,18,18133.33333,2024-07-01
Eastern Province,Al Qatif,Floor - Residential,100,17720.27778,2024-07-01
Eastern Province,Al Qaisumah,Floor - Residential,47,13343.58974,2024-07-01
Eastern Province,Al Nadhim,Floor - Residential,1,16000.0,2024-07-01
Eastern Province,Al Nairyah,Floor - Residential,46,25779.59375,2024-07-01
Eastern Province,Buqayq,Floor - Residential,59,28852.38095,2024-07-01
Eastern Province,Hafar Al Batin,Floor - Residential,589,15296.99588,2024-07-01
Eastern Province,Ras Tanura,Floor - Residential,51,20613.15789,2024-07-01
Eastern Province,Qaryat Al Ulya,Floor - Residential,2,8400.0,2024-07-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Floor - Residential,2,10800.0,2024-07-01
Eastern Province,Yabrin,Floor - Residential,1,7000.0,2024-07-01
Eastern Province,Al Ahsa,Apartment - Residential,15062,12804.13045,2024-07-01
Eastern Province,Al Buwaybiyat,Apartment - Residential,2,15000.0,2024-07-01
Eastern Province,Al Jubail,Apartment - Residential,7312,19169.90626,2024-07-01
Eastern Province,Al Khobar,Apartment - Residential,20219,20968.79411,2024-07-01
Eastern Province,Al Khafji,Apartment - Residential,2209,14204.94344,2024-07-01
Eastern Province,Dammam,Apartment - Residential,37667,18198.26444,2024-07-01
Eastern Province,Al Dhibiyah,Apartment - Residential,331,13227.65343,2024-07-01
Eastern Province,Al Raqi Al Jadidah,Apartment - Residential,2,9500.0,2024-07-01
Eastern Province,Al Su'ayrah,Apartment - Residential,20,12877.77778,2024-07-01
Eastern Province,Al Sadowi,Apartment - Residential,1,6000.0,2024-07-01
Eastern Province,Al Oyoun,Apartment - Residential,691,12296.43581,2024-07-01
Eastern Province,Al Qatif,Apartment - Residential,5294,16227.87471,2024-07-01
Eastern Province,Al Qalat,Apartment - Residential,1,9600.0,2024-07-01
Eastern Province,Al Qaisumah,Apartment - Residential,487,12649.20635,2024-07-01
Eastern Province,Al Nadhim,Apartment - Residential,3,22666.66667,2024-07-01
Eastern Province,Al Nairyah,Apartment - Residential,1530,16148.62117,2024-07-01
Eastern Province,Buqayq,Apartment - Residential,847,15989.62577,2024-07-01
Eastern Province,Hafar Al Batin,Apartment - Residential,10892,12908.39502,2024-07-01
Eastern Province,Khubayra,Apartment - Residential,1,12000.0,2024-07-01
Eastern Province,Ras Tanura,Apartment - Residential,1205,15486.22483,2024-07-01
Eastern Province,Samudah,Apartment - Residential,1,15000.0,2024-07-01
Eastern Province,Qaryat Al Ulya,Apartment - Residential,156,13153.38346,2024-07-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Apartment - Residential,105,13178.88889,2024-07-01
Eastern Province,Mulayjah,Apartment - Residential,34,15027.27273,2024-07-01
Eastern Province,Yabrin,Apartment - Residential,41,16706.02857,2024-07-01
Eastern Province,Al Ahsa,Villa - Residential,195,26954.57862,2024-07-01
Eastern Province,Al Jubail,Villa - Residential,116,51742.0,2024-07-01
Eastern Province,Al Khobar,Villa - Residential,1363,87932.61815,2024-07-01
Eastern Province,Al Khafji,Villa - Residential,18,30013.33333,2024-07-01
Eastern Province,Dammam,Villa - Residential,810,57485.63022,2024-07-01
Eastern Province,Al Dhibiyah,Villa - Residential,3,16800.0,2024-07-01
Eastern Province,Al Oyoun,Villa - Residential,8,25000.0,2024-07-01
Eastern Province,Al Qatif,Villa - Residential,50,28110.55556,2024-07-01
Eastern Province,Al Qaisumah,Villa - Residential,2,22000.0,2024-07-01
Eastern Province,Al Nairyah,Villa - Residential,13,31263.63636,2024-07-01
Eastern Province,Buqayq,Villa - Residential,10,28333.33333,2024-07-01
Eastern Province,Hafar Al Batin,Villa - Residential,78,24230.0,2024-07-01
Eastern Province,Ras Tanura,Villa - Residential,8,29714.28571,2024-07-01
Eastern Province,Qaryat Al Ulya,Villa - Residential,2,15000.0,2024-07-01
Eastern Province,Al Ahsa,Studio - Residential,956,10605.65738,2024-10-01
Eastern Province,Al Jubail,Studio - Residential,1068,14200.73631,2024-10-01
Eastern Province,Al Khobar,Studio - Residential,1994,14571.61484,2024-10-01
Eastern Province,Al Khafji,Studio - Residential,89,13892.81579,2024-10-01
Eastern Province,Dammam,Studio - Residential,4733,12800.30528,2024-10-01
Eastern Province,Al Dhibiyah,Studio - Residential,1,10900.0,2024-10-01
Eastern Province,Al Oyoun,Studio - Residential,19,13699.66667,2024-10-01
Eastern Province,Al Qatif,Studio - Residential,180,11545.0068,2024-10-01
Eastern Province,Al Qaisumah,Studio - Residential,1,18000.0,2024-10-01
Eastern Province,Al Nairyah,Studio - Residential,88,16814.87179,2024-10-01
Eastern Province,Buqayq,Studio - Residential,31,12290.0,2024-10-01
Eastern Province,Hafar Al Batin,Studio - Residential,257,11710.52632,2024-10-01
Eastern Province,Ras Tanura,Studio - Residential,80,12355.90909,2024-10-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Studio - Residential,2,20400.0,2024-10-01
Eastern Province,Al Ahsa,Duplex - Residential,57,26776.36364,2024-10-01
Eastern Province,Al Jubail,Duplex - Residential,16,31442.85714,2024-10-01
Eastern Province,Al Khobar,Duplex - Residential,196,47477.65318,2024-10-01
Eastern Province,Al Khafji,Duplex - Residential,3,27000.0,2024-10-01
Eastern Province,Dammam,Duplex - Residential,341,39974.55479,2024-10-01
Eastern Province,Al Oyoun,Duplex - Residential,3,16000.0,2024-10-01
Eastern Province,Al Qatif,Duplex - Residential,51,28196.40426,2024-10-01
Eastern Province,Buqayq,Duplex - Residential,1,25000.0,2024-10-01
Eastern Province,Hafar Al Batin,Duplex - Residential,3,17200.0,2024-10-01
Eastern Province,Ras Tanura,Duplex - Residential,2,36500.0,2024-10-01
Eastern Province,Al Ahsa,Floor - Residential,456,18288.98205,2024-10-01
Eastern Province,Al Jubail,Floor - Residential,48,64819.96667,2024-10-01
Eastern Province,Al Khobar,Floor - Residential,273,32587.52489,2024-10-01
Eastern Province,Al Khafji,Floor - Residential,89,21938.48101,2024-10-01
Eastern Province,Dammam,Floor - Residential,659,28844.75514,2024-10-01
Eastern Province,Al Dhibiyah,Floor - Residential,5,12000.0,2024-10-01
Eastern Province,Al Su'ayrah,Floor - Residential,1,12000.0,2024-10-01
Eastern Province,Al Oyoun,Floor - Residential,16,17933.33333,2024-10-01
Eastern Province,Al Qatif,Floor - Residential,110,23264.97959,2024-10-01
Eastern Province,Al Qaisumah,Floor - Residential,50,13645.45455,2024-10-01
Eastern Province,Al Nairyah,Floor - Residential,51,19606.4878,2024-10-01
Eastern Province,Umm Ghalib,Floor - Residential,1,6000.0,2024-10-01
Eastern Province,Buqayq,Floor - Residential,72,27810.48148,2024-10-01
Eastern Province,Hafar Al Batin,Floor - Residential,605,14913.71283,2024-10-01
Eastern Province,Ras Tanura,Floor - Residential,56,23607.31707,2024-10-01
Eastern Province,Qaryat Al Ulya,Floor - Residential,1,30000.0,2024-10-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Floor - Residential,3,16866.66667,2024-10-01
Eastern Province,Al Ahsa,Apartment - Residential,16275,12971.11022,2024-10-01
Eastern Province,Al Jubail,Apartment - Residential,8951,19322.1945,2024-10-01
Eastern Province,Al Khobar,Apartment - Residential,22708,20695.46025,2024-10-01
Eastern Province,Al Khafji,Apartment - Residential,2095,14337.45206,2024-10-01
Eastern Province,Dammam,Apartment - Residential,39212,18469.11369,2024-10-01
Eastern Province,Al Dhibiyah,Apartment - Residential,356,13520.84337,2024-10-01
Eastern Province,Al Su'ayrah,Apartment - Residential,13,13333.33333,2024-10-01
Eastern Province,Al Sadowi,Apartment - Residential,1,9000.0,2024-10-01
Eastern Province,Al Oyoun,Apartment - Residential,598,12586.57053,2024-10-01
Eastern Province,Al Qatif,Apartment - Residential,4849,16834.15562,2024-10-01
Eastern Province,Al Qalat,Apartment - Residential,2,13800.0,2024-10-01
Eastern Province,Al Qaisumah,Apartment - Residential,407,12057.23565,2024-10-01
Eastern Province,Al Nairyah,Apartment - Residential,1347,15955.51885,2024-10-01
Eastern Province,Buqayq,Apartment - Residential,778,16613.00733,2024-10-01
Eastern Province,Hafar Al Batin,Apartment - Residential,8602,12460.04764,2024-10-01
Eastern Province,Khubayra,Apartment - Residential,1,6000.0,2024-10-01
Eastern Province,Darb Al Ibl,Apartment - Residential,1,18000.0,2024-10-01
Eastern Province,Ras Tanura,Apartment - Residential,1283,15422.85685,2024-10-01
Eastern Province,Samudah,Apartment - Residential,2,18000.0,2024-10-01
Eastern Province,Qaryat Al Ulya,Apartment - Residential,107,12507.33696,2024-10-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Apartment - Residential,95,12551.89873,2024-10-01
Eastern Province,Mulayjah,Apartment - Residential,58,14052.75,2024-10-01
Eastern Province,Yabrin,Apartment - Residential,21,17190.47619,2024-10-01
Eastern Province,Al Ahsa,Villa - Residential,258,27325.11163,2024-10-01
Eastern Province,Al Jubail,Villa - Residential,134,59045.86777,2024-10-01
Eastern Province,Al Khobar,Villa - Residential,1260,81566.40084,2024-10-01
Eastern Province,Al Khafji,Villa - Residential,25,28161.90476,2024-10-01
Eastern Province,Dammam,Villa - Residential,986,57581.59341,2024-10-01
Eastern Province,Al Dhibiyah,Villa - Residential,6,22200.0,2024-10-01
Eastern Province,Al Oyoun,Villa - Residential,3,10666.66667,2024-10-01
Eastern Province,Al Qatif,Villa - Residential,41,30805.71429,2024-10-01
Eastern Province,Al Nairyah,Villa - Residential,15,31066.66667,2024-10-01
Eastern Province,Buqayq,Villa - Residential,10,39300.0,2024-10-01
Eastern Province,Hafar Al Batin,Villa - Residential,61,23156.86275,2024-10-01
Eastern Province,Ras Tanura,Villa - Residential,16,36392.30769,2024-10-01
Eastern Province,Qaryat Al Ulya,Villa - Residential,1,9600.0,2024-10-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Villa - Residential,1,24000.0,2024-10-01
